user_id,item_id,is_correct,timestamp
student_0030df3636f5,9603611,0,2026-04-20T13:15:42-07:00
student_0030df3636f5,9603611,0,2026-04-20T13:16:12-07:00
student_0030df3636f5,9603611,0,2026-04-20T13:16:28-07:00
student_0030df3636f5,9603611,1,2026-04-20T13:16:46-07:00
student_0030df3636f5,9603769,0,2026-04-20T13:25:05-07:00
student_0030df3636f5,9603770,1,2026-04-20T13:49:20-07:00
student_0030df3636f5,9603771,0,2026-04-20T03:27:18-07:00
student_0030df3636f5,9603771,0,2026-04-20T03:27:51-07:00
student_0030df3636f5,9603771,0,2026-04-20T03:28:22-07:00
student_0030df3636f5,9603771,1,2026-04-20T03:29:19-07:00
student_0030df3636f5,9603771,0,2026-04-20T03:29:26-07:00
student_0030df3636f5,9603771,0,2026-04-20T03:29:51-07:00
student_0030df3636f5,9603771,1,2026-04-20T03:30:20-07:00
student_0030df3636f5,9603771,1,2026-04-20T03:30:28-07:00
student_0030df3636f5,9603771,1,2026-04-20T03:30:57-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:07:29-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:08:02-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:08:44-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:09:07-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:09:45-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:10:08-07:00
student_0030df3636f5,9603772,1,2026-04-20T13:10:37-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:10:57-07:00
student_0030df3636f5,9603772,1,2026-04-20T13:11:22-07:00
student_0030df3636f5,9603772,0,2026-04-20T13:11:50-07:00
student_0030df3636f5,9603773,0,2026-04-20T13:12:03-07:00
student_0030df3636f5,9603773,1,2026-04-20T13:12:19-07:00
student_0030df3636f5,9603773,1,2026-04-20T13:13:22-07:00
student_0030df3636f5,9603774,0,2026-04-20T13:13:46-07:00
student_0030df3636f5,9603774,1,2026-04-20T13:14:23-07:00
student_0030df3636f5,9603775,0,2026-04-20T13:18:57-07:00
student_0030df3636f5,9603775,0,2026-04-20T13:19:46-07:00
student_0030df3636f5,9603775,0,2026-04-20T13:20:34-07:00
student_0030df3636f5,9604637,0,2026-04-20T14:24:40-07:00
student_0030df3636f5,9604638,1,2026-04-20T14:14:05-07:00
student_0030df3636f5,9604642,0,2026-04-20T14:29:48-07:00
student_0030df3636f5,9609148,1,2026-04-27T11:16:34-07:00
student_0030df3636f5,9609149,1,2026-04-27T13:18:06-07:00
student_0030df3636f5,9609150,0,2026-04-27T11:22:20-07:00
student_0030df3636f5,9609150,1,2026-04-27T11:22:28-07:00
student_0030df3636f5,9609151,1,2026-04-27T11:26:21-07:00
student_0030df3636f5,9609151,0,2026-04-27T11:27:23-07:00
student_0030df3636f5,9609151,1,2026-04-27T11:27:43-07:00
student_0030df3636f5,9609152,0,2026-04-27T11:28:04-07:00
student_0030df3636f5,9609152,0,2026-04-27T11:28:36-07:00
student_0030df3636f5,9609152,1,2026-04-27T11:29:15-07:00
student_0030df3636f5,9609153,0,2026-04-27T11:46:34-07:00
student_0030df3636f5,9609153,0,2026-04-27T13:20:42-07:00
student_0030df3636f5,9609153,0,2026-04-27T13:22:49-07:00
student_0030df3636f5,9609153,0,2026-04-27T13:23:18-07:00
student_0030df3636f5,9609154,0,2026-04-27T11:49:52-07:00
student_0030df3636f5,9609154,1,2026-04-27T13:03:42-07:00
student_0030df3636f5,9609155,0,2026-04-27T13:05:41-07:00
student_0030df3636f5,9609155,0,2026-04-27T13:07:01-07:00
student_0030df3636f5,9609155,1,2026-04-27T13:07:24-07:00
student_0030df3636f5,9609156,0,2026-04-27T13:08:30-07:00
student_0030df3636f5,9609156,1,2026-04-27T13:10:05-07:00
student_0030df3636f5,9609157,0,2026-04-27T13:10:26-07:00
student_0030df3636f5,9609157,1,2026-04-27T13:10:46-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:11:01-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:14:03-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:14:22-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:14:43-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:15:06-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:15:25-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:15:43-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:16:00-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:16:17-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:16:24-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:16:45-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:16:51-07:00
student_0030df3636f5,9609158,0,2026-04-27T13:16:58-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:14-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:17-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:23-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:28-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:36-07:00
student_0030df3636f5,9609158,1,2026-04-27T13:17:56-07:00
student_0030df3636f5,9610278,0,2026-04-27T14:11:26-07:00
student_0030df3636f5,9610279,0,2026-04-27T14:16:22-07:00
student_0030df3636f5,9610280,0,2026-04-27T14:17:19-07:00
student_0030df3636f5,9610281,1,2026-04-27T14:18:27-07:00
student_0030df3636f5,9610282,0,2026-04-27T14:20:17-07:00
student_0030df3636f5,9610283,1,2026-04-27T14:20:43-07:00
student_0030df3636f5,9610284,0,2026-04-27T14:22:21-07:00
student_0030df3636f5,9610285,0,2026-04-27T14:44:16-07:00
student_0030df3636f5,9612382,1,2026-05-04T01:24:56-07:00
student_0030df3636f5,9612382,1,2026-05-04T01:26:34-07:00
student_0030df3636f5,9612382,1,2026-05-04T13:39:04-07:00
student_0030df3636f5,9612383,0,2026-05-04T01:47:24-07:00
student_0030df3636f5,9612383,1,2026-05-04T01:48:01-07:00
student_0030df3636f5,9612383,1,2026-05-04T13:59:06-07:00
student_0030df3636f5,9612384,0,2026-05-04T01:51:18-07:00
student_0030df3636f5,9612384,0,2026-05-04T13:05:04-07:00
student_0030df3636f5,9612384,0,2026-05-04T13:18:28-07:00
student_0030df3636f5,9612384,0,2026-05-04T13:23:13-07:00
student_0030df3636f5,9612384,1,2026-05-04T13:25:24-07:00
student_0030df3636f5,9612385,0,2026-05-04T01:27:52-07:00
student_0030df3636f5,9612385,1,2026-05-04T01:28:00-07:00
student_0030df3636f5,9612385,1,2026-05-04T13:39:12-07:00
student_0030df3636f5,9612385,1,2026-05-04T13:39:30-07:00
student_0030df3636f5,9612386,1,2026-05-04T01:33:14-07:00
student_0030df3636f5,9612386,0,2026-05-04T01:35:17-07:00
student_0030df3636f5,9612386,0,2026-05-04T13:46:51-07:00
student_0030df3636f5,9612386,0,2026-05-04T13:47:17-07:00
student_0030df3636f5,9612386,0,2026-05-04T13:48:13-07:00
student_0030df3636f5,9612386,1,2026-05-04T13:49:07-07:00
student_0030df3636f5,9612387,0,2026-05-04T01:35:50-07:00
student_0030df3636f5,9612387,1,2026-05-04T01:37:09-07:00
student_0030df3636f5,9612387,1,2026-05-04T13:52:32-07:00
student_0030df3636f5,9612388,0,2026-05-04T01:37:24-07:00
student_0030df3636f5,9612388,1,2026-05-04T01:37:32-07:00
student_0030df3636f5,9612388,0,2026-05-04T13:52:56-07:00
student_0030df3636f5,9612388,1,2026-05-04T13:53:02-07:00
student_0030df3636f5,9612389,1,2026-05-04T01:38:26-07:00
student_0030df3636f5,9612389,0,2026-05-04T13:53:15-07:00
student_0030df3636f5,9612389,0,2026-05-04T13:53:21-07:00
student_0030df3636f5,9612389,1,2026-05-04T13:53:30-07:00
student_0030df3636f5,9612389,1,2026-05-04T13:53:34-07:00
student_0030df3636f5,9612390,1,2026-05-04T01:53:02-07:00
student_0030df3636f5,9612390,0,2026-05-04T13:54:05-07:00
student_0030df3636f5,9612390,1,2026-05-04T13:57:47-07:00
student_0030df3636f5,9612391,0,2026-05-04T01:40:40-07:00
student_0030df3636f5,9612391,1,2026-05-04T01:42:26-07:00
student_0030df3636f5,9612391,0,2026-05-04T13:57:57-07:00
student_0030df3636f5,9612391,1,2026-05-04T13:58:07-07:00
student_0030df3636f5,9612392,1,2026-05-04T01:46:18-07:00
student_0030df3636f5,9612392,1,2026-05-04T01:46:36-07:00
student_0030df3636f5,9612392,1,2026-05-04T13:58:17-07:00
student_0030df3636f5,9614971,0,2026-05-04T14:13:04-07:00
student_0030df3636f5,9614972,1,2026-05-04T14:16:31-07:00
student_0030df3636f5,9614973,1,2026-05-04T14:16:50-07:00
student_0030df3636f5,9614974,1,2026-05-04T14:17:53-07:00
student_0030df3636f5,9614975,0,2026-05-04T14:31:49-07:00
student_0030df3636f5,9614976,1,2026-05-04T14:23:04-07:00
student_0030df3636f5,9614977,1,2026-05-04T14:24:29-07:00
student_0030df3636f5,9614978,0,2026-05-04T14:30:45-07:00
student_0030df3636f5,9619578,1,2026-05-11T14:11:58-07:00
student_0030df3636f5,9619579,0,2026-05-11T14:13:40-07:00
student_0030df3636f5,9619580,0,2026-05-11T14:18:19-07:00
student_0030df3636f5,9619581,1,2026-05-11T14:21:20-07:00
student_0030df3636f5,9619582,0,2026-05-11T14:49:21-07:00
student_0030df3636f5,9619583,0,2026-05-11T14:58:06-07:00
student_0030df3636f5,9622018,1,2026-05-18T03:17:55-07:00
student_0030df3636f5,9622019,1,2026-05-18T13:30:35-07:00
student_0030df3636f5,9622019,0,2026-05-18T13:32:23-07:00
student_0030df3636f5,9622020,1,2026-05-18T13:36:42-07:00
student_0030df3636f5,9622021,1,2026-05-18T13:33:12-07:00
student_0030df3636f5,9622022,1,2026-05-18T13:34:18-07:00
student_0030df3636f5,9622023,1,2026-05-18T13:35:03-07:00
student_0030df3636f5,9622024,1,2026-05-18T13:35:48-07:00
student_0030df3636f5,9622025,1,2026-05-18T03:20:02-07:00
student_0030df3636f5,9622026,1,2026-05-18T03:21:50-07:00
student_0030df3636f5,9622027,1,2026-05-18T03:22:36-07:00
student_0030df3636f5,9622028,1,2026-05-18T03:23:34-07:00
student_0030df3636f5,9622029,1,2026-05-18T03:25:22-07:00
student_0030df3636f5,9622030,0,2026-05-18T13:24:06-07:00
student_0030df3636f5,9622030,0,2026-05-18T13:25:03-07:00
student_0030df3636f5,9622030,1,2026-05-18T13:25:50-07:00
student_0030df3636f5,9622031,0,2026-05-18T13:26:35-07:00
student_0030df3636f5,9622031,1,2026-05-18T13:27:16-07:00
student_0030df3636f5,9622032,1,2026-05-18T13:29:14-07:00
student_0030df3636f5,9624427,0,2026-05-18T14:11:39-07:00
student_0030df3636f5,9624428,1,2026-05-18T14:12:47-07:00
student_0030df3636f5,9624429,1,2026-05-18T14:14:36-07:00
student_0030df3636f5,9624430,1,2026-05-18T14:40:41-07:00
student_0030df3636f5,9624431,0,2026-05-18T14:31:07-07:00
student_0030df3636f5,9624432,0,2026-05-18T14:18:39-07:00
student_0030df3636f5,9624433,0,2026-05-18T14:44:33-07:00
student_0030df3636f5,9633568,0,2026-06-01T00:39:18-07:00
student_0030df3636f5,9633568,1,2026-06-01T13:17:00-07:00
student_0030df3636f5,9633569,0,2026-06-01T13:36:37-07:00
student_0030df3636f5,9633569,0,2026-06-01T13:38:29-07:00
student_0030df3636f5,9633570,0,2026-06-01T13:39:02-07:00
student_0030df3636f5,9633570,1,2026-06-01T13:39:32-07:00
student_0030df3636f5,9633571,1,2026-06-01T13:40:18-07:00
student_0030df3636f5,9633572,1,2026-06-01T13:41:45-07:00
student_0030df3636f5,9633573,1,2026-06-01T13:20:31-07:00
student_0030df3636f5,9633573,1,2026-06-01T13:21:02-07:00
student_0030df3636f5,9633574,1,2026-06-01T13:22:04-07:00
student_0030df3636f5,9633574,1,2026-06-01T13:22:10-07:00
student_0030df3636f5,9633575,1,2026-06-01T13:22:51-07:00
student_0030df3636f5,9633576,1,2026-06-01T13:25:01-07:00
student_0030df3636f5,9633577,1,2026-06-01T13:26:56-07:00
student_0030df3636f5,9633578,1,2026-06-01T13:29:09-07:00
student_0030df3636f5,9633579,1,2026-06-01T13:31:46-07:00
student_0030df3636f5,9633580,0,2026-06-01T13:35:16-07:00
student_0030df3636f5,9633580,1,2026-06-01T13:35:29-07:00
student_0030df3636f5,9635284,0,2026-06-01T14:12:21-07:00
student_0030df3636f5,9635285,0,2026-06-01T14:54:38-07:00
student_0030df3636f5,9635286,1,2026-06-01T14:23:03-07:00
student_0030df3636f5,9635287,0,2026-06-01T14:23:50-07:00
student_0030df3636f5,9635288,0,2026-06-01T14:26:06-07:00
student_0030df3636f5,9635289,0,2026-06-01T14:57:54-07:00
student_0030df3636f5,9635290,0,2026-06-01T14:29:45-07:00
student_00f5dc90a3ed,9596870,0,2026-04-12T21:41:00-07:00
student_00f5dc90a3ed,9596870,1,2026-04-12T21:41:12-07:00
student_00f5dc90a3ed,9596871,1,2026-04-12T21:41:22-07:00
student_00f5dc90a3ed,9596871,1,2026-04-12T21:41:32-07:00
student_00f5dc90a3ed,9596872,0,2026-04-12T21:42:07-07:00
student_00f5dc90a3ed,9596872,1,2026-04-12T21:42:21-07:00
student_00f5dc90a3ed,9596875,0,2026-04-12T21:43:35-07:00
student_00f5dc90a3ed,9596875,0,2026-04-12T21:44:50-07:00
student_00f5dc90a3ed,9596875,0,2026-04-12T21:45:04-07:00
student_00f5dc90a3ed,9596875,1,2026-04-12T21:45:20-07:00
student_00f5dc90a3ed,9596876,1,2026-04-12T21:47:03-07:00
student_00f5dc90a3ed,9596877,1,2026-04-12T21:57:53-07:00
student_00f5dc90a3ed,9596878,1,2026-04-12T21:40:35-07:00
student_00f5dc90a3ed,9596878,1,2026-04-18T20:22:17-07:00
student_00f5dc90a3ed,9597466,1,2026-04-13T12:43:46-07:00
student_00f5dc90a3ed,9597471,1,2026-04-13T12:43:58-07:00
student_00f5dc90a3ed,9597473,1,2026-04-13T12:44:05-07:00
student_00f5dc90a3ed,9597474,1,2026-04-13T12:44:13-07:00
student_00f5dc90a3ed,9597491,1,2026-04-13T12:44:19-07:00
student_00f5dc90a3ed,9597492,1,2026-04-13T12:44:25-07:00
student_00f5dc90a3ed,9597494,0,2026-04-13T12:44:31-07:00
student_00f5dc90a3ed,9598973,1,2026-04-20T12:10:34-07:00
student_00f5dc90a3ed,9598974,1,2026-04-20T12:10:49-07:00
student_00f5dc90a3ed,9598976,1,2026-04-20T12:11:13-07:00
student_00f5dc90a3ed,9599002,1,2026-04-20T12:21:10-07:00
student_00f5dc90a3ed,9599014,0,2026-04-20T12:18:06-07:00
student_00f5dc90a3ed,9603580,1,2026-04-18T20:22:29-07:00
student_00f5dc90a3ed,9603580,1,2026-04-19T21:07:54-07:00
student_00f5dc90a3ed,9603580,1,2026-04-19T21:08:02-07:00
student_00f5dc90a3ed,9603580,1,2026-04-20T11:48:00-07:00
student_00f5dc90a3ed,9603581,1,2026-04-18T21:20:38-07:00
student_00f5dc90a3ed,9603581,0,2026-04-20T11:32:33-07:00
student_00f5dc90a3ed,9603581,0,2026-04-20T11:32:50-07:00
student_00f5dc90a3ed,9603581,1,2026-04-20T11:34:11-07:00
student_00f5dc90a3ed,9603582,1,2026-04-19T11:24:52-07:00
student_00f5dc90a3ed,9603582,0,2026-04-19T11:28:31-07:00
student_00f5dc90a3ed,9603582,1,2026-04-20T11:35:10-07:00
student_00f5dc90a3ed,9603583,0,2026-04-19T11:35:47-07:00
student_00f5dc90a3ed,9603583,1,2026-04-19T11:39:35-07:00
student_00f5dc90a3ed,9603583,1,2026-04-20T11:40:52-07:00
student_00f5dc90a3ed,9603584,0,2026-04-19T11:41:09-07:00
student_00f5dc90a3ed,9603584,1,2026-04-19T11:42:45-07:00
student_00f5dc90a3ed,9603584,0,2026-04-20T11:43:22-07:00
student_00f5dc90a3ed,9603584,1,2026-04-20T11:44:17-07:00
student_00f5dc90a3ed,9603585,0,2026-04-19T11:43:28-07:00
student_00f5dc90a3ed,9603585,1,2026-04-19T11:44:12-07:00
student_00f5dc90a3ed,9603585,1,2026-04-20T11:45:24-07:00
student_00f5dc90a3ed,9603592,1,2026-04-18T20:23:02-07:00
student_00f5dc90a3ed,9603592,1,2026-04-19T21:08:19-07:00
student_00f5dc90a3ed,9603592,1,2026-04-19T21:08:27-07:00
student_00f5dc90a3ed,9603592,1,2026-04-20T11:48:16-07:00
student_00f5dc90a3ed,9603593,1,2026-04-18T20:23:34-07:00
student_00f5dc90a3ed,9603593,1,2026-04-18T20:23:43-07:00
student_00f5dc90a3ed,9603593,1,2026-04-19T21:09:57-07:00
student_00f5dc90a3ed,9603593,1,2026-04-19T21:11:54-07:00
student_00f5dc90a3ed,9603593,1,2026-04-20T11:48:25-07:00
student_00f5dc90a3ed,9603611,0,2026-04-18T21:08:22-07:00
student_00f5dc90a3ed,9603611,1,2026-04-18T21:08:49-07:00
student_00f5dc90a3ed,9603611,1,2026-04-19T21:59:54-07:00
student_00f5dc90a3ed,9603611,0,2026-04-20T11:50:07-07:00
student_00f5dc90a3ed,9603611,1,2026-04-20T11:50:25-07:00
student_00f5dc90a3ed,9603769,1,2026-04-18T21:16:40-07:00
student_00f5dc90a3ed,9603769,1,2026-04-20T11:31:22-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:48:10-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:48:44-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:49:42-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:49:57-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:50:45-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:51:14-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:51:39-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:51:48-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:52:16-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:52:24-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:52:31-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:53:22-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:53:35-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:53:49-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:53:56-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:54:06-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:54:18-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:54:38-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:55:02-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:55:07-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:55:15-07:00
student_00f5dc90a3ed,9603770,0,2026-04-19T11:55:29-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:56:12-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:56:21-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:56:26-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:56:38-07:00
student_00f5dc90a3ed,9603770,1,2026-04-19T11:56:45-07:00
student_00f5dc90a3ed,9603770,0,2026-04-20T11:45:38-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:45:47-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:45:55-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:01-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:07-07:00
student_00f5dc90a3ed,9603770,0,2026-04-20T11:46:18-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:28-07:00
student_00f5dc90a3ed,9603770,0,2026-04-20T11:46:34-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:47-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:51-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:46:56-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:47:06-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:47:13-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:47:20-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:47:26-07:00
student_00f5dc90a3ed,9603770,1,2026-04-20T11:47:32-07:00
student_00f5dc90a3ed,9603771,0,2026-04-18T20:24:01-07:00
student_00f5dc90a3ed,9603771,0,2026-04-18T20:24:42-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:28:00-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:28:10-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:31:23-07:00
student_00f5dc90a3ed,9603771,0,2026-04-18T20:31:36-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:31:49-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:31:59-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:32:08-07:00
student_00f5dc90a3ed,9603771,1,2026-04-18T20:36:53-07:00
student_00f5dc90a3ed,9603771,1,2026-04-19T21:12:05-07:00
student_00f5dc90a3ed,9603771,1,2026-04-19T21:12:16-07:00
student_00f5dc90a3ed,9603771,1,2026-04-19T21:13:05-07:00
student_00f5dc90a3ed,9603771,0,2026-04-19T21:19:31-07:00
student_00f5dc90a3ed,9603771,1,2026-04-19T21:20:27-07:00
student_00f5dc90a3ed,9603771,1,2026-04-20T11:47:50-07:00
student_00f5dc90a3ed,9603771,1,2026-04-20T11:48:33-07:00
student_00f5dc90a3ed,9603772,0,2026-04-18T20:37:42-07:00
student_00f5dc90a3ed,9603772,0,2026-04-18T20:38:44-07:00
student_00f5dc90a3ed,9603772,1,2026-04-18T20:39:23-07:00
student_00f5dc90a3ed,9603772,0,2026-04-18T20:52:44-07:00
student_00f5dc90a3ed,9603772,0,2026-04-18T20:53:13-07:00
student_00f5dc90a3ed,9603772,1,2026-04-18T20:54:10-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:22:39-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:23:04-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:24:00-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:29:18-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:30:39-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:33:22-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:35:24-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:39:15-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:42:07-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:43:12-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:43:42-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:47:52-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:49:40-07:00
student_00f5dc90a3ed,9603772,0,2026-04-19T21:51:56-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:52:50-07:00
student_00f5dc90a3ed,9603772,1,2026-04-19T21:55:04-07:00
student_00f5dc90a3ed,9603772,1,2026-04-20T11:48:46-07:00
student_00f5dc90a3ed,9603773,0,2026-04-18T20:54:22-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:54:36-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:54:45-07:00
student_00f5dc90a3ed,9603773,0,2026-04-18T20:54:58-07:00
student_00f5dc90a3ed,9603773,0,2026-04-18T20:55:17-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:55:28-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:55:36-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:55:44-07:00
student_00f5dc90a3ed,9603773,1,2026-04-18T20:55:53-07:00
student_00f5dc90a3ed,9603773,1,2026-04-19T21:55:31-07:00
student_00f5dc90a3ed,9603773,1,2026-04-19T21:55:40-07:00
student_00f5dc90a3ed,9603773,1,2026-04-19T21:55:56-07:00
student_00f5dc90a3ed,9603773,1,2026-04-20T11:48:54-07:00
student_00f5dc90a3ed,9603774,1,2026-04-18T20:56:15-07:00
student_00f5dc90a3ed,9603774,1,2026-04-18T20:56:25-07:00
student_00f5dc90a3ed,9603774,1,2026-04-18T20:56:33-07:00
student_00f5dc90a3ed,9603774,1,2026-04-19T21:56:10-07:00
student_00f5dc90a3ed,9603774,1,2026-04-19T21:56:17-07:00
student_00f5dc90a3ed,9603774,1,2026-04-19T21:56:24-07:00
student_00f5dc90a3ed,9603774,1,2026-04-20T11:49:10-07:00
student_00f5dc90a3ed,9603774,1,2026-04-20T11:49:22-07:00
student_00f5dc90a3ed,9603774,1,2026-04-20T11:49:31-07:00
student_00f5dc90a3ed,9603774,1,2026-04-20T11:49:40-07:00
student_00f5dc90a3ed,9603775,0,2026-04-18T21:12:25-07:00
student_00f5dc90a3ed,9603775,1,2026-04-18T21:13:21-07:00
student_00f5dc90a3ed,9603775,0,2026-04-19T22:04:08-07:00
student_00f5dc90a3ed,9603775,0,2026-04-19T22:18:50-07:00
student_00f5dc90a3ed,9603775,0,2026-04-19T22:20:25-07:00
student_00f5dc90a3ed,9603775,0,2026-04-19T22:24:25-07:00
student_00f5dc90a3ed,9603775,1,2026-04-19T22:25:52-07:00
student_00f5dc90a3ed,9603775,0,2026-04-19T22:27:20-07:00
student_00f5dc90a3ed,9603775,1,2026-04-19T22:28:42-07:00
